check_item_category_1_min_diff_next,322
u_day_diffTime_last,257
instance_id,233
context_id,231
i_day_diffTime_last,230
user_id,215
item_category_list_user_prob,207
user_mean_hour,201
user_star_level,197
mean_item_sales_level,196
item_collected_level_salse_prob,195
item_id,195
item_sales_level_mean_by_category_ratio,195
check_item_id_min_diff_next,194
shop_mean_age,189
item_sales_level_mean_by_brand,189
item_sales_level_mean_by_category,188
i_day_diffTime_first,184
shop_score_delivery,183
gender_star,181
item_mean_age,181
item_sales_level_user_age_prob,178
u_day_diffTime_first,175
item_hour_active_user,174
item_sales_level_shop_rev_prob,172
minute,172
item_maphour_cnt_ratio,165
item_pv_level_mean_by_category,165
item_sales_level_item_prob,163
item_hour_cnt_ratio,159
item_mean_hour,157
context_page_id,156
shop_id,152
shop_hour_active_user,152
item_sales_level_mean_by_brand_ratio,149
item_sales_level_mean_by_city_ratio,148
user_id_lasttime_diff,143
item_brand_id,143
item_till_now_cnt,142
item_price_level_mean_by_category,140
item_city_id_user_prob,140
mean_item_collected_level,138
check_item_price_level_min_diff_next,138
item_collected_level_shop_rev_prob,137
item_id_lasttime_diff,137
item_sales_level,135
item_sales_level_shop_prob,135
sale_price,134
brand_mean_age,130
shop_mean_hour,127
check_context_page_id_min_diff_next,124
item_price_level_shop_prob,123
item_brand_id_shop_rev_prob,123
item_sales_level_city_prob,118
item_collected_level_mean_by_brand_ratio,118
item_category_list_user_age_prob,117
item_id_shop_rev_prob,116
item_sales_level_mean_by_city,115
click_user_item_lab,114
item_price_level_city_prob,114
item_pv_level_mean_by_brand_ratio,113
item_id_user_prob,113
shop_till_now_cnt,112
item_pv_level_item_prob,110
item_pv_level_salse_prob,108
brand_mean_hour,108
item_collected_level_item_prob,106
shop_review_num_level_user_prob,105
shop_id_user_gender_prob,105
shop_id_user_age_prob,105
hour,105
item_pv_level_user_prob,104
item_pv_level_shop_prob,102
user_id_query_day_item_category_1,102
item_pv_level_coll_prob,100
item_price_level_user_prob,100
item_sales_level_brand_prob,99
item_collected_level_mean_by_brand,99
item_collected_level_shop_prob,99
item_id_shop_prob,98
item_city_id,97
item_price_level_mean_by_brand,95
item_collected_level_brand_prob,95
item_id_user_age_prob,94
min10_user_click,94
mean_item_price_level,94
shop_star_level_user_age_prob,93
item_category_1,93
item_sales_level_price_prob,92
item_price_level_mean_by_category_ratio,92
item_collected_level_price_prob,91
shop_score_description,91
shop_score_service,91
shop_star_level_user_prob,90
shop_id_user_occ_prob,90
item_collected_level_city_prob,89
item_price_level_brand_prob,88
item_id_nexttime_diff,88
user_mean_age,88
item_price_level_mean_by_city_ratio,87
item_city_id_shop_rev_prob,86
user_till_now_cnt,84
item_day_active_user,84
item_collected_level_mean_by_category,84
coll_sales_hour_ratio,83
item_price_level_mean_by_brand_ratio,83
user_hour_cnt_ratio,82
item_price_level_mean_by_city,82
item_collected_level_user_prob,81
item_collected_level_mean_by_category_ratio,80
price_collect,80
brand_till_now_cnt,80
item_price_level_shop_rev_prob,79
mean_item_pv_level,79
item_pv_level_price_prob,79
item_category_2,78
user_maphour_cnt_ratio,78
item_brand_id_user_prob,78
item_id_user_gender_prob,77
item_pv_level_brand_prob,77
sale_collect,76
shop_review_positive_rate,75
shop_review_num_level,74
item_sales_level_user_prob,74
item_pv_level_mean_by_city,73
item_city_id_user_age_prob,72
item_pv_level_city_prob,71
item_category_list_user_gender_prob,71
user_age_level,68
item_pv_level_shop_rev_prob,67
check_item_id_min_diff_last,67
mapmin,67
item_pv_level_mean_by_brand,65
item_brand_id_user_age_prob,65
check_item_pv_level_min_diff_next,64
check_item_collected_level_min_diff_next,64
check_item_price_level_min_diff_last,64
item_collected_level_mean_by_city,64
shop_day_active_user,63
shop_review_num_level_user_age_prob,61
item_sales_level_user_occ_prob,60
item_collected_level_mean_by_city_ratio,60
item_id_user_occ_prob,60
item_collected_level_user_age_prob,57
user_id_nexttime_diff,56
item_city_id_brand_prob,56
large2,55
check_item_category_1_min_diff_last,55
item_pv_level_mean_by_category_ratio,55
item_price_level_user_age_prob,54
check_item_category_1_ratio,53
item_brand_id_shop_prob,51
item_pv_level_mean_by_city_ratio,51
min15_user_click,49
shop_id_user_prob,49
brand_day_active_user,48
check_item_sales_level_min_diff_next,48
item_category_list_user_occ_prob,47
s_day_diffTime_first,47
user_active_hour,46
check_context_page_id_min_diff_last,46
user_id_query_day_hour_map_item_id,44
check_item_pv_level_min_diff_last,42
shop_review_num_level_user_occ_prob,41
shop_star_level_user_occ_prob,40
item_brand_id_user_gender_prob,38
pv_sales_hour_ratio,37
user_day_active_city,37
b_day_diffTime_first,36
item_pv_level_user_occ_prob,36
category_day_active_item,35
item_collected_level_user_occ_prob,35
item_brand_id_user_occ_prob,35
category_day_active_user,35
shop_review_num_level_user_gender_prob,35
check_item_sales_level_min_diff_last,35
item_sales_level_user_gender_prob,34
check_item_price_level_ratio,34
item_city_id_user_occ_prob,34
shop_star_level,33
click_user_city_lab,33
user_occupation_id,33
check_item_id_ratio,32
user_day_active_brand,31
min30_user_click,31
user_day_active_shop,31
item_pv_level_user_age_prob,30
shop_id_query_day,30
click_user_lab,28
category_2_query_day,28
item_price_level_user_occ_prob,28
check_item_collected_level_min_diff_last,27
check_shop_id_min_diff_last,26
item_collected_level_user_gender_prob,26
item_city_id_user_gender_prob,26
shop_star_level_user_gender_prob,26
user_hour_active_brand,25
user_id_query_day_hour_item_price_level,24
item_pv_level_user_gender_prob,24
check_shop_id_min_diff_next,24
item_city_id_shop_prob,23
user_id_query_day_hour_item_category_1,21
user_id_query_day_context_page_id,21
user_hour_active_city,21
price_diff_7_4,21
price_diff_7_5,21
check_item_brand_id_min_diff_next,20
user_id_query_day_hour_map_item_category_1,20
check_item_brand_id_min_diff_last,19
min45_user_click,17
item_price_level_user_gender_prob,17
user_id_query_day_hour_map_item_pv_level,17
user_id_query_day_hour_map_context_page_id,16
check_context_page_id_ratio,14
user_id_query_day_hour_context_page_id,14
check_item_pv_level_time_day,13
check_item_pv_level_ratio,13
user_id_query_day_item_price_level,12
check_item_collected_level_ratio,11
click_user_brand_lab,11
user_id_query_day_hour_map_item_collected_level,11
user_id_query_day_shop_id,11
check_item_sales_level_ratio,10
user_id_query_day_hour_map_item_price_level,10
price_diff_7_6,10
user_id_query_day_hour_item_id,10
user_id_query_day_item_sales_level,9
item_price_level_item_prob,9
user_id_query_day_item_collected_level,8
b_day_diffTime_last,8
user_gender_id,8
check_item_category_1_time_day,7
user_id_query_day_hour_shop_id,7
user_id_query_day_hour_map_shop_id,7
user_id_query_day_hour_item_collected_level,6
check_item_id_time_day,6
check_item_price_level_time_day,5
item_pv_level,5
same_time_expo_cnt,5
user_id_query_day_item_pv_level,5
click_user_shop_lab,5
user_id_query_day_hour_item_sales_level,4
s_day_diffTime_last,4
check_context_page_id_time_day,4
user_id_query_day_hour_map_item_sales_level,4
user_id_query_day_hour_item_brand_id,3
user_id_query_day_hour_map_item_brand_id,3
item_price_level,3
check_item_collected_level_time_day,3
user_id_query_day_item_brand_id,2
user_id_query_day_hour_item_pv_level,2
check_shop_id_time_day,2
check_item_sales_level_time_day,2
item_collected_level,2
check_item_brand_id_ratio,2
check_shop_id_ratio,1
maphour,0
check_item_brand_id_time_day,0
user_id_query_day_item_id,0
